,Department,Object Name,Title,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Classification,Link Resource,Artist_Surname,Artist_First_Name
322806,Robert Lehman Collection,Painting,Madonna and Child Enthroned with Two Cherubim,1425      ,1450      ,1435,1440,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458981,Osservanza Master,Unknown
322807,Robert Lehman Collection,Painting,"Madonna and Child with Saints Jerome, Bernardino, John the Baptist, and Anthony of Padua and Two Angels",1405      ,1481      ,1462,1473,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458982,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322808,Robert Lehman Collection,Painting,"Madonna and Child with Saints John the Baptist, Jerome, Peter Martyr, and Bernardino and Four Angels",1405      ,1481      ,1422,1470,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458983,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322810,Robert Lehman Collection,Painting,Saint Bernardino,1405      ,1481      ,1457,1473,Tempera and gold on wood (panel: 20 mm thick with vertical grain; cut along all four sides),Paintings,http://www.metmuseum.org/art/collection/search/458985,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322811,Robert Lehman Collection,Painting,Saint Bernardino,1405      ,1481      ,1447,1463,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458986,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322812,Robert Lehman Collection,Painting,Saints Cosmas and Damian and Their Brothers before the Proconsul Lycias,1866      ,1946      ,1875,1950,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458987,Ioni, Icilio Federico
322813,Robert Lehman Collection,Painting,Saints Cosmas and Damian and Their Brothers Saved by an Angel After They Have Been Condemned to Death by Drowning,1866      ,1946      ,1880,1925,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458988,Ioni, Icilio Federico
322814,Robert Lehman Collection,Painting,The Stoning of Saints Cosmas and Damian,1866      ,1946      ,1880,1925,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/458989,Ioni, Icilio Federico
322815,Robert Lehman Collection,Painting,Saint Francis,1405      ,1481      ,1450,1459,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458990,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322816,Robert Lehman Collection,Painting,Madonna and Child,1405      ,1481      ,1425,1475,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458991,Sano di Pietro (Ansano di Pietro di Mencio),Unknown
322817,Robert Lehman Collection,Painting,Madonna and Child with Saints Francis and Catherine of Siena,1430      ,1497      ,1451,1505,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458992,Matteo di Giovanni di Bartolo,Unknown
322818,Robert Lehman Collection,Painting,Saint Bernardino,1436      ,1518      ,1469,1479,"Tempera on wood, gold ground, pastiglia garland of fruit",Paintings,http://www.metmuseum.org/art/collection/search/458993,Benvenuto di Giovanni,Unknown
322819,Robert Lehman Collection,Painting,Madonna and Child,1436      ,1518      ,1467,1473,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458994,Benvenuto di Giovanni,Unknown
322820,Robert Lehman Collection,Painting,The Blessed Andrea Gallerani (died 1251),1398      ,1482      ,1447,1465,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458995,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322821,Robert Lehman Collection,Painting,The Blessed Ambrogio Sansedoni (1220–1286),1398      ,1482      ,1447,1465,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458996,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown
322822,Robert Lehman Collection,Painting,Madonna and Child with Saints Mary Magdalen and Sebastian,1866      ,1946      ,1880,1946,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458997,Ioni, Icilio Federico
322824,Robert Lehman Collection,Painting,Madonna and Child Enthroned,1290      ,1348      ,1333,1341,"Tempera on wood, transferred to canvas and laid down on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/458999,Daddi, Bernardo
322825,Robert Lehman Collection,Painting,The Nativity,1320      ,1340      ,1317,1343,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459000,Daddesco, Maestro
322826,Robert Lehman Collection,Painting,The Nativity,1444      ,1510      ,1471,1500,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459001,Botticelli, Workshop of
322827,Robert Lehman Collection,Painting,The Vision of Saint Catherine of Alexandria,1350      ,1399      ,1350,1400,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459002,Master of the Orcagnesque Misericordia,Unknown
322828,Robert Lehman Collection,Painting,Saint Philip,1345      ,1410      ,1384,1385,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459003,Spinello Aretino (Spinello di Luca Spinelli),Unknown
322829,Robert Lehman Collection,Painting,"A Saint, Possibly James the Greater",1345      ,1410      ,1384,1385,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459004,Spinello Aretino (Spinello di Luca Spinelli),Unknown
322830,Robert Lehman Collection,Painting,The Crucifixion,1315      ,1368      ,1360,1370,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459005,Cione, Andrea di (Orcagna)
322831,Robert Lehman Collection,Painting,Six Angels,1355      ,1400      ,1360,1370,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459006,Jacopo di Cione,Unknown
322832,Robert Lehman Collection,Painting,The Nativity,1370      ,1425      ,1403,1413,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459007,Lorenzo Monaco (Piero di Giovanni),Unknown
322833,Robert Lehman Collection,Painting,The Crucified Christ between the Virgin and Saint John the Evangelist,1370      ,1425      ,1403,1409,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459008,Lorenzo Monaco (Piero di Giovanni),Unknown
322834,Robert Lehman Collection,Painting,Saints John the Baptist and Matthew,1373      ,1452      ,1428,1438,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459009,Bicci di Lorenzo,Unknown
322836,Robert Lehman Collection,Painting,Male Saint,1406      ,1469      ,1444,1472,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459011,Lippi, Fra Filippo
322837,Robert Lehman Collection,Painting,Saint Bernard of Clairvaux,1406      ,1469      ,1444,1472,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459012,Lippi, Fra Filippo
322838,Robert Lehman Collection,Painting,The Archangel Raphael and Tobias,1419      ,1491      ,1460,1467,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459013,Neri di Bicci,Unknown
322839,Robert Lehman Collection,Painting,The Archangel Raphael and Tobias,1419      ,1491      ,1439,1491,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459014,Neri di Bicci,Unknown
322840,Robert Lehman Collection,Painting,Madonna and Child with the Young Saint John the Baptist,1440      ,1507      ,1487,1493,"Tempera, oil, and gold on wood",Paintings,http://www.metmuseum.org/art/collection/search/459015,Rosselli, Cosimo
322841,Robert Lehman Collection,Painting,The Annunciation,1444      ,1510      ,1482,1488,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459016,Botticelli (Alessandro di Mariano Filipepi),Unknown
322842,Robert Lehman Collection,Painting,The Rape of Lucretia,1475      ,1525      ,1471,1535,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459017,Master of Marradi,Unknown
322843,Robert Lehman Collection,Painting,The Funeral of Lucretia,1475      ,1525      ,1471,1535,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459018,Master of Marradi,Unknown
322844,Robert Lehman Collection,Painting,The Annunciation,1473      ,1528      ,1475,1505,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459019,Alesso di Benozzo,Unknown
322845,Robert Lehman Collection,Painting,Madonna and Child Enthroned with Two Donors,1356      ,1372      ,1355,1365,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459020,Lorenzo Veneziano,Unknown
322846,Robert Lehman Collection,Painting,The Flagellation,1300      ,1350      ,1300,1349,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459021,Master of Forlì,Unknown
322847,Robert Lehman Collection,Painting,The Entombment,1300      ,1350      ,1300,1349,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459022,Master of Forlì,Unknown
322848,Robert Lehman Collection,Painting,Madonna and Child,1459      ,1516      ,1467,1473,"Tempera, oil, and gold on wood",Paintings,http://www.metmuseum.org/art/collection/search/459023,Bellini, Giovanni
322849,Robert Lehman Collection,Painting,"The Madonna of Humility, the Annunciation, the Nativity, and the Pietà",1450      ,1491      ,1462,1468,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459024,Vivarini, Bartolomeo
322850,Robert Lehman Collection,Painting,Madonna and Child Enthroned,1472      ,1510      ,1470,1480,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459025,di Maestro Antonio,Unknown
322851,Robert Lehman Collection,Painting,An Apostle,1457      ,1495      ,1468,1476,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459026,Crivelli, Carlo
322852,Robert Lehman Collection,Painting,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",1472      ,1498      ,1480,1500,Oil on wood; (verso: oil and gold on wood),Paintings,http://www.metmuseum.org/art/collection/search/459027,Jacometto (Jacometto Veneziano),Unknown
322853,Robert Lehman Collection,Painting,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,1472      ,1498      ,1480,1500,Oil on wood; verso: oil and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459028,Jacometto (Jacometto Veneziano),Unknown
322854,Robert Lehman Collection,Painting,"The Molo, Venice, from the Bacino di San Marco",1663      ,1730      ,1706,1712,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/459029,Carlevaris, Luca
322855,Robert Lehman Collection,Painting,"The Bacino, Venice, with the Dogana and a Distant View of the Isola di San Giorgio",1663      ,1730      ,1706,1712,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/459030,Carlevaris, Luca
322856,Robert Lehman Collection,Painting,"Piazza San Marco, Venice",1663      ,1730      ,1706,1712,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/459031,Carlevaris, Luca
322857,Robert Lehman Collection,Painting,"The Molo, Venice, Looking West",1663      ,1730      ,1706,1712,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/459032,Carlevaris, Luca
322858,Robert Lehman Collection,Painting,"View of the Brenta, near Dolo",1682      ,1757      ,1771,1800,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/459033,Cimaroli, Giambattista
322859,Robert Lehman Collection,Painting,"Capriccio with a Circular Tower, Two Houses, and a Bridge",1732      ,1793      ,1700,1800,"Oil on paper, laid down on Masonite",Paintings,http://www.metmuseum.org/art/collection/search/459034,Guardi, Francesco
322860,Robert Lehman Collection,Painting,Capriccio with a Square Tower and Two Houses,1732      ,1793      ,1700,1800,"Oil on paper, laid down on Masonite",Paintings,http://www.metmuseum.org/art/collection/search/459035,Guardi, Francesco
322861,Robert Lehman Collection,Painting,"Capriccio with an Island, a Tower, and Houses",1732      ,1793      ,1700,1800,"Oil on paper, laid down on Masonite",Paintings,http://www.metmuseum.org/art/collection/search/459036,Guardi, Francesco
322862,Robert Lehman Collection,Painting,"Portrait of a Man, possibly Matteo di Sebastiano di Bernardino Gozzadini",1470      ,1500      ,1494,1494,Tempera on wood,Paintings,http://www.metmuseum.org/art/collection/search/459037,Maestro delle Storie del Pane,Unknown
322863,Robert Lehman Collection,Painting,"Portrait of a Woman, possibly Ginevra d'Antonio Lupari Gozzadini",1470      ,1500      ,1494,1494,Tempera on wood,Paintings,http://www.metmuseum.org/art/collection/search/459038,Maestro delle Storie del Pane,Unknown
322864,Robert Lehman Collection,Painting,Madonna and Child with Saints Francis and Jerome,1447      ,1517      ,1509,1518,Oil and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459039,Francia, Francesco
322865,Robert Lehman Collection,Painting,Madonna and Child with Saint Catherine of Siena and a Carthusian Donor,Unknown,Unknown,1406,1430,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459040,Italian, Lombard (probably Pavia)
322866,Robert Lehman Collection,Painting,The Last Judgment; The Virgin and Child with a Bishop-Saint and Saint Peter Martyr; The Crucifixion; The Glorification of Saint Thomas Aquinas; The Nativity,1325      ,1355      ,1320,1330,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459041,Master of the Dominican Effigies,Unknown
322867,Robert Lehman Collection,Painting,Santa Francesca Romana Clothed by the Virgin,1445      ,1521      ,1440,1450,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459042,Antonio del Massaro da Viterbo,Unknown
322868,Robert Lehman Collection,Painting,Santa Francesca Romana Holding the Christ Child,1445      ,1521      ,1440,1450,"Tempera on wood, gold ground, inscriptions on parchment laid down on wood",Paintings,http://www.metmuseum.org/art/collection/search/459043,Antonio del Massaro da Viterbo,Unknown
322869,Robert Lehman Collection,Painting,Saints John the Evangelist and Mary Magdalene,Unknown,Unknown,1330,1340,"Tempera on wood, gold ground",Paintings,http://www.metmuseum.org/art/collection/search/459044,Italian, Neapolitan Follower of Giotto
322870,Robert Lehman Collection,Painting,The Feast of Herod and the Beheading of the Baptist,1325      ,1349      ,1325,1335,"Tempera on wood, gold ground, and silver",Paintings,http://www.metmuseum.org/art/collection/search/459045,Baronzio, Giovanni
322871,Robert Lehman Collection,Painting,Saints Bartholomew and Simon,1250      ,1275      ,1250,1275,Tempera and gold on wood,Paintings,http://www.metmuseum.org/art/collection/search/459046,Master of Saint Francis,Unknown
